,h,T,M,Lambda_lhs,s
2880,-13358.93138,22508423.96,1450000,0.0001908,0.000572299
2881,-13216.93445,34231127.23,1450000,0.0001908,0.000770989
2882,-10285.735,13595685.98,1450000,0.0001908,0.000421235
2883,-28226.3728,13389200.03,1450000,0.0001908,0.000417736
2884,-14370.04548,8470596.411,1450000,0.0001908,0.000334369
2885,-21646.26881,11369200.33,1450000,0.0001908,0.000383498
2886,-17458.59798,43012204.84,1450000,0.0001908,0.00091982
2887,-7561.500329,16314132.38,1450000,0.0001908,0.000467311
2888,-29692.23888,42849268.23,1450000,0.0001908,0.000917059
2889,-3196.19172,21079432.69,1450000,0.0001908,0.000548079
2890,-467.2911747,36479496.96,1450000,0.0001908,0.000809097
2891,-20003.80044,9444876.514,1450000,0.0001908,0.000350883
2892,-8609.405716,44018311.71,1450000,0.0001908,0.000936873
2893,-26262.66756,33768867.9,1450000,0.0001908,0.000763154
2894,-10991.4204,8725767.901,1450000,0.0001908,0.000338694
2895,-9231.038964,43440040.58,1450000,0.0001908,0.000927072
2896,-3786.753542,12619812.96,1450000,0.0001908,0.000404695
2897,-24910.72558,35006540.61,1450000,0.0001908,0.000784131
2898,-5287.787316,34261628.82,1450000,0.0001908,0.000771506
2899,-25.85595166,1118072.066,1450000,0.0001908,0.00020975
2900,-26499.85568,28756390.46,1450000,0.0001908,0.000678196
2901,-12580.81431,31131555.81,1450000,0.0001908,0.000718453
2902,-16308.32014,9627746.01,1450000,0.0001908,0.000353982
2903,-2820.587654,14198942.2,1450000,0.0001908,0.00043146
2904,-13164.68163,17978320.59,1450000,0.0001908,0.000495517
2905,-29137.23856,2213587.588,1450000,0.0001908,0.000228318
2906,-28057.96433,30994056.42,1450000,0.0001908,0.000716123
2907,-31240.09687,39189912.68,1450000,0.0001908,0.000855036
2908,-11478.26188,44846586.63,1450000,0.0001908,0.000950912
2909,-7610.495056,22945990.4,1450000,0.0001908,0.000579715
2910,-11018.84528,41297372.39,1450000,0.0001908,0.000890755
2911,-16411.77721,15575294.07,1450000,0.0001908,0.000454788
2912,-31736.50099,32744696.5,1450000,0.0001908,0.000745795
2913,-4744.872174,12717757.8,1450000,0.0001908,0.000406355
2914,-19395.01035,15825526.77,1450000,0.0001908,0.000459029
2915,-13981.95461,5786423.319,1450000,0.0001908,0.000288875
2916,-24060.19633,42385902.14,1450000,0.0001908,0.000909205
2917,-30415.47721,14573478.04,1450000,0.0001908,0.000437808
2918,-19473.10026,44781608.81,1450000,0.0001908,0.00094981
2919,-10776.26762,37972874.15,1450000,0.0001908,0.000834408
2920,-29339.90383,38522609.51,1450000,0.0001908,0.000843726
2921,-1319.53618,31952062.29,1450000,0.0001908,0.00073236
2922,-14028.85175,14849735.49,1450000,0.0001908,0.00044249
2923,-25882.86149,11592243.33,1450000,0.0001908,0.000387279
2924,-28610.59337,40515875.37,1450000,0.0001908,0.00087751
2925,-6052.866799,30972388.25,1450000,0.0001908,0.000715756
2926,-8750.854169,39497399.38,1450000,0.0001908,0.000860247
2927,-22006.96546,29737540.68,1450000,0.0001908,0.000694826
2928,-5169.495325,24077286.28,1450000,0.0001908,0.00059889
2929,-19257.38337,6126198.415,1450000,0.0001908,0.000294634
2930,-23330.49999,5830997.898,1450000,0.0001908,0.00028963
2931,-27668.26379,35367800.46,1450000,0.0001908,0.000790254
2932,-27659.10687,20993661.62,1450000,0.0001908,0.000546625
2933,-13817.80981,16170065.95,1450000,0.0001908,0.000464869
2934,-19580.2137,23634242.51,1450000,0.0001908,0.00059138
2935,-2231.790264,3655345.401,1450000,0.0001908,0.000252755
2936,-338.435774,23465691.37,1450000,0.0001908,0.000588524
2937,-21033.07565,17331530.52,1450000,0.0001908,0.000484555
2938,-14898.23251,22968908.93,1450000,0.0001908,0.000580104
2939,-16710.98422,14964686.97,1450000,0.0001908,0.000444439
2940,-29685.19045,45360061.41,1450000,0.0001908,0.000959615
2941,-7735.931883,25594718.56,1450000,0.0001908,0.000624609
2942,-18197.71009,20262912.9,1450000,0.0001908,0.000534239
2943,-23065.82547,15411682.98,1450000,0.0001908,0.000452015
2944,-20275.46326,4875618.147,1450000,0.0001908,0.000273438
2945,-27673.54537,33887339.07,1450000,0.0001908,0.000765162
2946,-2929.506918,7620673.291,1450000,0.0001908,0.000319964
2947,-17468.04305,35575860.48,1450000,0.0001908,0.000793781
2948,-24444.77913,36681854.03,1450000,0.0001908,0.000812526
2949,-24636.3517,28058806.54,1450000,0.0001908,0.000666373
2950,-7293.414527,21776271.78,1450000,0.0001908,0.000559889
2951,-13450.45993,39940407.09,1450000,0.0001908,0.000867756
2952,-14222.87161,46704316.68,1450000,0.0001908,0.000982399
2953,-622.9338211,13637261.4,1450000,0.0001908,0.00042194
2954,-30975.42387,47815102.68,1450000,0.0001908,0.001001225
2955,-23708.73255,23940649.99,1450000,0.0001908,0.000596574
2956,-24348.76842,8399147.461,1450000,0.0001908,0.000333158
2957,-20856.19393,37403731.49,1450000,0.0001908,0.000824762
2958,-30631.81715,18963124,1450000,0.0001908,0.000512209
2959,-13239.33381,19877555.32,1460000,0.0001908,0.000527708
2960,-24906.31588,10708054.7,1450000,0.0001908,0.000372292
2961,-26576.69446,43018675.87,1460000,0.0001908,0.00091993
2962,-12500.83702,37073231.85,1460000,0.0001908,0.00081916
2963,-31293.57159,43556418.19,1460000,0.0001908,0.000929044
2964,-8393.152072,4077886.58,1450000,0.0001908,0.000259917
2965,-6562.791532,41157289.02,1450000,0.0001908,0.000888381
2966,-25525.76933,10902704.67,1460000,0.0001908,0.000375592
2967,-6091.822901,45385258.49,1450000,0.0001908,0.000960042
2968,-20345.81342,11310819.4,1450000,0.0001908,0.000382509
2969,-18725.11135,7833640.491,1450000,0.0001908,0.000323574
2970,-6078.692413,46827591.19,1450000,0.0001908,0.000984488
2971,-1509.876419,28631290.6,1450000,0.0001908,0.000676076
2972,-29468.84406,3048889.299,1450000,0.0001908,0.000242476
2973,-22180.7626,45289738.84,1450000,0.0001908,0.000958423
2974,-22136.61984,24712046.85,1450000,0.0001908,0.000609648
2975,-12875.47008,21446140.94,1450000,0.0001908,0.000554294
2976,-22441.50478,11076523.91,1450000,0.0001908,0.000378538
2977,-8562.481608,15608836.14,1450000,0.0001908,0.000455357
2978,-9337.064782,3801819.321,1450000,0.0001908,0.000255238
2979,-31328.76993,33526716.59,1450000,0.0001908,0.000759049
2980,-14165.89879,27529564.83,1460000,0.0001908,0.000657403
2981,-4826.049857,24754473.63,1460000,0.0001908,0.000610367
2982,-2177.239468,36049228.89,1460000,0.0001908,0.000801804
2983,-6235.596319,47490176.55,1460000,0.0001908,0.000995718
2984,-21883.63849,28987086.1,1460000,0.0001908,0.000682107
2985,-18684.45515,32715997.88,1460000,0.0001908,0.000745308
2986,-31048.03906,47171410.02,1460000,0.0001908,0.000990315
2987,-3669.196766,16096656.05,1450000,0.0001908,0.000463625
2988,-24302.68053,36922895.37,1460000,0.0001908,0.000816612
2989,-16256.21042,17393554.42,1450000,0.0001908,0.000485606
2990,-19221.49199,12103786.48,1450000,0.0001908,0.000395949
2991,-18661.75462,33344077.59,1450000,0.0001908,0.000755954
2992,-6325.589228,17821649.17,1450000,0.0001908,0.000492862
2993,-21944.78785,36090857.04,1450000,0.0001908,0.000802509
2994,-26568.27109,35119057.26,1450000,0.0001908,0.000786038
2995,-19382.63507,47882196.6,1450000,0.0001908,0.001002363
2996,-29650.42972,38942642.99,1450000,0.0001908,0.000850845
2997,-12434.71414,31365699.08,1450000,0.0001908,0.000722422
2998,-6247.765309,17021630.97,1450000,0.0001908,0.000479302
2999,-2758.002176,19863439.28,1450000,0.0001908,0.000527468
3000,-21217.31706,13339693.75,1450000,0.0001908,0.000416897
3001,-16399.11146,6711223.249,1450000,0.0001908,0.00030455
3002,-25980.40992,42797365.73,1450000,0.0001908,0.000916179
3003,-3033.576036,44348634.56,1460000,0.0001908,0.000942472
3004,-13083.02232,38477131.55,1460000,0.0001908,0.000842955
3005,-12088.86343,16006169.53,1460000,0.0001908,0.000462091
3006,-8044.976845,18308603.57,1460000,0.0001908,0.000501115
3007,-29797.06945,18427444.23,1460000,0.0001908,0.00050313
3008,-753.3619992,26855090.28,1460000,0.0001908,0.000645971
3009,-24733.59124,18127266.16,1460000,0.0001908,0.000498042
3010,-16070.77845,44031825.57,1460000,0.0001908,0.000937102
3011,-30988.98363,45046530.68,1460000,0.0001908,0.000954301
3012,-14850.6604,12687384.71,1460000,0.0001908,0.00040584
3013,-5368.351957,36188327.15,1460000,0.0001908,0.000804161
3014,-4896.549107,4151419.983,1460000,0.0001908,0.000261163
3015,-6836.992296,7365348.439,1460000,0.0001908,0.000315636
3016,-18317.5754,38867380.02,1460000,0.0001908,0.000849569
3017,-3359.045427,3725740.141,1460000,0.0001908,0.000253948
3018,-991.9588585,34521736.84,1460000,0.0001908,0.000775914
3019,-22678.31633,39702075.72,1460000,0.0001908,0.000863717
3020,-25132.58702,44690061.58,1460000,0.0001908,0.000948259
3021,-5820.221363,38715630.09,1460000,0.0001908,0.000846997
3022,-1198.821695,16785089.75,1460000,0.0001908,0.000475293
3023,-18611.09087,22171466.36,1460000,0.0001908,0.000566588
3024,-28773.89997,16298818.07,1460000,0.0001908,0.000467051
3025,-28050.16834,46454096.21,1460000,0.0001908,0.000978158
3026,-28753.98947,7570104.397,1460000,0.0001908,0.000319107
3027,-26914.2057,25701214.31,1460000,0.0001908,0.000626414
3028,-26638.54317,40014165.43,1460000,0.0001908,0.000869006
3029,-31437.08409,33743722.83,1460000,0.0001908,0.000762728
3030,-3484.627336,4271135.668,1460000,0.0001908,0.000263192
3031,-8137.855872,4902755.308,1460000,0.0001908,0.000273898
3032,-962.9325036,7999625.942,1460000,0.0001908,0.000326387
3033,-29823.47812,35170216.95,1460000,0.0001908,0.000786905
3034,-2673.78859,25330359.41,1460000,0.0001908,0.000620128
3035,-9839.671222,30434950.24,1460000,0.0001908,0.000706647
3036,-12612.62113,13747252.67,1460000,0.0001908,0.000423804
3037,-23113.37774,22742041.64,1460000,0.0001908,0.000576258
3038,-16715.34566,13043109.39,1460000,0.0001908,0.00041187
3039,-13354.96577,33196971.85,1460000,0.0001908,0.000753461
3040,-17161.38915,34977092.23,1460000,0.0001908,0.000783632
3041,-8168.8632,45919302.83,1460000,0.0001908,0.000969093
3042,-30348.64693,2602758.357,1460000,0.0001908,0.000234915
3043,-11225.88127,41401146.26,1460000,0.0001908,0.000892514
3044,-17747.81366,22429390.35,1460000,0.0001908,0.000570959
3045,-2571.016356,37791309.92,1460000,0.0001908,0.000831331
3046,-14055.46399,1332975.607,1460000,0.0001908,0.000213393
3047,-23533.82115,8167692.293,1460000,0.0001909,0.000329335
3048,-27756.59796,3172595.903,1460000,0.0001909,0.000244673
3049,-17659.35954,46166055.47,1460000,0.0001908,0.000973276
3050,-30858.48805,28144928.81,1460000,0.0001908,0.000667833
3051,-17990.50574,27316163.97,1460000,0.0001908,0.000653786
3052,-5814.507937,18566542.86,1460000,0.0001909,0.000505587
3053,-23589.83912,42875464.27,1460000,0.0001908,0.000917503
3054,-13126.19246,42151497.04,1460000,0.0001909,0.000905332
3055,-6169.203561,44225359.31,1460000,0.0001909,0.000940482
3056,-16166.02558,27975722.99,1460000,0.0001909,0.000665065
3057,-20096.83854,5981585.885,1460000,0.0001909,0.000292283
3058,-288.011853,42194237.15,1460000,0.0001909,0.000906057
3059,-3407.841098,7959368.726,1460000,0.0001909,0.000325805
3060,-30234.17378,41314455.95,1460000,0.0001909,0.000891145
3061,-6030.890514,34624717.48,1460000,0.0001909,0.00077776
3062,-28960.06744,7459052.816,1460000,0.0001909,0.000317325
3063,-3802.461649,19350519.25,1460000,0.0001909,0.000518875
3064,-23089.17144,27442655.87,1460000,0.0001909,0.00065603
3065,-14168.9922,1848628.252,1460000,0.0001909,0.000222233
3066,-366.0235254,27295253.06,1460000,0.0001909,0.000653531
3067,-16212.88665,15618216.18,1460000,0.0001909,0.000455616
3068,-21092.51255,35410853.88,1460000,0.0001909,0.000791084
3069,-3282.39826,106121.7994,1460000,0.0001909,0.000192699
3070,-4262.732385,36175575.1,1460000,0.0001909,0.000804045
3071,-8935.181063,4585692.157,1460000,0.0001909,0.000268624
3072,-6886.844982,25787918.69,1460000,0.0001909,0.000627983
3073,-15954.54639,1454449.882,1460000,0.0001909,0.000215552
3074,-20496.1073,2544117.894,1460000,0.0001909,0.000234021
3075,-25666.63835,29466318.79,1460000,0.0001909,0.000690329
3076,-13900.03704,11573843.46,1460000,0.0001909,0.000387067
3077,-5407.646733,2776052.412,1460000,0.0001909,0.000237952
3078,-16017.83315,8130156.87,1460000,0.0001909,0.000328699
3079,-18364.4401,19583406.79,1460000,0.0001909,0.000522822
3080,-24078.70947,32182530.7,1460000,0.0001909,0.000736367
3081,-8490.651335,26968577.11,1460000,0.0001909,0.000647995
3082,-4819.273375,38578016.79,1460000,0.0001909,0.000844765
3083,-7710.181268,27620624.2,1460000,0.0001909,0.000659046
3084,-31344.35155,42731078.4,1460000,0.0001909,0.000915156
3085,-18881.51674,37035028.13,1460000,0.0001909,0.000818612
3086,-21412.80041,38767080.73,1460000,0.0001909,0.000847969
3087,-25850.53659,10754932.02,1460000,0.0001909,0.000373187
3088,-20775.06747,32844968.72,1460000,0.0001909,0.000747594
3089,-6298.576164,21277678.36,1460000,0.0001909,0.000551539
3090,-12704.95328,46722417.37,1460000,0.0001909,0.000982805
3091,-20174.86462,38935141.04,1460000,0.0001909,0.000850818
3092,-15048.21017,28613438.09,1460000,0.0001909,0.000675874
3093,-2440.046371,34095807.06,1460000,0.0001909,0.000768795
3094,-30897.31481,24298404.02,1460000,0.0001909,0.000602737
3095,-29757.57067,7143696.664,1460000,0.0001909,0.00031198
3096,-23509.95272,895528.7103,1460000,0.0001909,0.000206078
3097,-30689.64918,26959118.53,1460000,0.0001909,0.000647834
3098,-24148.19313,40937272.19,1460000,0.0001909,0.000884752
3099,-14406.96021,47393679.54,1460000,0.0001909,0.000994183
3100,-14990.80015,20560827.71,1460000,0.0001909,0.000539389
3101,-12661.97136,33383789.53,1460000,0.0001909,0.000756727
3102,-10087.48058,44261796.76,1460000,0.0001909,0.0009411
3103,-8897.745408,13460914.66,1460000,0.0001909,0.000419051
3104,-306.712943,20713718.74,1460000,0.0001909,0.00054198
3105,-9384.25059,29534201.31,1460000,0.0001909,0.00069148
3106,-8325.659851,13347859.23,1460000,0.0001909,0.000417135
3107,-31349.24125,19454786.5,1460000,0.0001909,0.000520642
3108,-8335.520757,28600851.71,1460000,0.0001909,0.00067566
3109,-19529.73242,23489482.5,1460000,0.0001909,0.000589027
3110,-5075.316252,26293479.89,1460000,0.0001909,0.000636552
3111,-28545.08661,4954776.005,1460000,0.0001909,0.000274879
3112,-4587.986779,30829332.58,1460000,0.0001909,0.000713431
3113,-16097.32779,43284974.53,1460000,0.0001909,0.000924544
3114,-15488.55368,44861624.13,1460000,0.0001909,0.000951267
3115,-18735.36959,28297093.73,1460000,0.0001909,0.000670512
3116,-6187.291312,24435087.04,1460000,0.0001909,0.000605054
3117,-30602.13107,34011557.67,1460000,0.0001909,0.000767367
3118,-10788.05772,24548492.61,1460000,0.0001909,0.000606976
3119,-7596.273409,37951275.84,1460000,0.0001909,0.000834142
3120,-20338.56155,31517221.11,1460000,0.0001909,0.00072509
3121,-20242.24812,990931.7981,1460000,0.0001909,0.000207695
3122,-29037.05523,6000316.158,1460000,0.0001909,0.0002926
3123,-1228.663812,41426219.66,1460000,0.0001909,0.000893039
3124,-16030.32106,22270302.15,1460000,0.0001909,0.000568363
3125,-28434.86752,27094157.81,1460000,0.0001909,0.000650123
3126,-28130.90898,11965836.75,1460000,0.0001909,0.000393711
3127,-4999.142462,15867564.94,1460000,0.0001909,0.000459842
3128,-8413.178736,11277879.87,1460000,0.0001909,0.000382051
3129,-16136.85851,29868363.74,1460000,0.0001909,0.000697143
3130,-8956.682473,13407061.78,1460000,0.0001909,0.000418138
3131,-27693.59909,20001922.69,1460000,0.0001909,0.000529916
3132,-27115.17226,40043391.16,1460000,0.0001909,0.000869602
3133,-26231.00351,29695059.73,1460000,0.0001909,0.000694206
3134,-19284.14252,22634431.55,1460000,0.0001909,0.000574534
3135,-14946.2144,27613736.18,1460000,0.0001909,0.000658929
3136,-16573.5425,26034567.59,1460000,0.0001909,0.000632164
3137,-7626.54235,46982990.28,1460000,0.0001909,0.000987222
3138,-10232.11073,45779856.4,1460000,0.0001909,0.00096683
3139,-6996.778344,29177876.6,1460000,0.0001909,0.00068544
3140,-21453.15298,45435120.58,1460000,0.0001909,0.000960987
3141,-89.86151181,425308.9215,1460000,0.0001909,0.000198109
3142,-21235.24367,32590653.77,1460000,0.0001909,0.000743284
3143,-25895.88194,46036016.44,1460000,0.0001909,0.000971171
3144,-27340.62739,25891029.72,1460000,0.0001909,0.000629731
3145,-6163.066877,40212965.38,1460000,0.0001909,0.000872476
3146,-2322.288912,45686859.45,1460000,0.0001909,0.000965254
3147,-11112.36568,26825626.15,1460000,0.0001909,0.000645572
3148,-2622.875156,24164884.46,1460000,0.0001909,0.000600474
3149,-26985.5855,21560862.92,1460000,0.0001909,0.000556338
3150,-27577.29247,4567957.897,1460000,0.0001909,0.000268323
3151,-11529.16806,18111212.3,1460000,0.0001909,0.00049787
3152,-1040.648735,14745486.49,1460000,0.0001909,0.000440823
3153,-18838.99935,23373405.95,1460000,0.0001909,0.000587059
3154,-12227.70791,43608007.31,1460000,0.0001909,0.000930019
3155,-10747.50593,47600722.84,1460000,0.0001909,0.000997692
3156,-19168.0367,33649635.08,1460000,0.0001909,0.000761233
3157,-31834.30101,5904975.293,1460000,0.0001909,0.000290984
3158,-23808.68659,24599597.27,1460000,0.0001909,0.000607842
3159,-1403.293035,7032182.838,1460000,0.0001909,0.00031009
3160,-10677.16492,13090397.66,1460000,0.0001909,0.000412771
3161,-17517.98483,3919470.581,1460000,0.0001909,0.000257332
3162,-23560.73322,22984494.28,1460000,0.0001909,0.000580468
3163,-2652.60809,13830664.2,1460000,0.0001909,0.000425318
3164,-4203.040904,25553432.37,1460000,0.0001909,0.000624009
3165,-17372.38348,13546126.99,1460000,0.0001909,0.000420495
3166,-6495.802278,9371407.827,1460000,0.0001909,0.000349737
3167,-25914.6168,35059803.74,1460000,0.0001909,0.000785134
3168,-14307.77025,23080268.82,1460000,0.0001909,0.000582091
3169,-21726.08641,33057960.78,1460000,0.0001909,0.000751204
3170,-26507.88814,41024863.45,1460000,0.0001909,0.000886237
3171,-24843.62893,33620318.08,1460000,0.0001909,0.000760736
3172,-28922.08958,43814580.73,1460000,0.0001909,0.00093352
3173,-14293.47386,29321093.04,1460000,0.0001909,0.000687868
3174,-16986.0074,20829306.26,1460000,0.0001909,0.000543939
3175,-10333.38505,47074407.09,1460000,0.0001909,0.000988771
3176,-1856.31463,1957505.262,1460000,0.0001909,0.000224078
3177,-8370.451725,493924.0132,1460000,0.0001909,0.000199272
3178,-8156.667251,21480565.1,1460000,0.0001909,0.000554977
3179,-23049.0576,39918408.73,1460000,0.0001909,0.000867483
3180,-124.6409094,19269235.07,1460000,0.0001909,0.000517497
3181,-8117.816941,4927065.587,1460000,0.0001909,0.00027441
3182,-29199.93763,11995067.68,1460000,0.0001909,0.000394206
3183,-8679.999633,37864073.86,1460000,0.0001909,0.000832664
3184,-20430.66027,19441017.26,1460000,0.0001909,0.000520409
