,h,T,M,Lambda_lhs,s
2443,-9509.198429,4657681.231,1450000,0.0001902,0.000269144
2444,-30810.41381,13489041.74,1450000,0.0001902,0.000418828
2445,-19430.81205,23358271.52,1450000,0.0001902,0.000586103
2446,-24479.44849,16854214.6,1450000,0.0001902,0.000475865
2447,-18259.98415,7300469.42,1450000,0.0001902,0.000313937
2448,-21776.16473,2904258.222,1450000,0.0001902,0.000239425
2449,-22768.46328,27701138.23,1450000,0.0001902,0.000659711
2450,-5191.544923,25012277.01,1450000,0.0001902,0.000614137
2451,-11021.11729,14084627.49,1450000,0.0001902,0.000428922
2452,-14488.91415,24175623.05,1450000,0.0001902,0.000599956
2453,-8485.463726,14487722.64,1450000,0.0001902,0.000435755
2454,-20294.2853,22769952.9,1450000,0.0001902,0.000576131
2455,-1928.645213,25043164.9,1450000,0.0001902,0.00061466
2456,-28859.47164,19146765.45,1450000,0.0001902,0.000514721
2457,-10129.59056,38632945.6,1450000,0.0001902,0.000844996
2458,-24573.18343,44642363.5,1450000,0.0001902,0.00094685
2459,-13926.47369,16587834.33,1450000,0.0001902,0.00047135
2460,-15595.92977,41494347.94,1450000,0.0001902,0.000893494
2461,-21936.78403,2203919.791,1450000,0.0001902,0.000227555
2462,-7941.345146,18799337.24,1450000,0.0001902,0.000508833
2463,-12560.78603,30916599.27,1450000,0.0001903,0.00071431
2464,-30254.59805,27339641.68,1450000,0.0001902,0.000653584
2465,-12441.54398,47969052.18,1450000,0.0001903,0.001003335
2466,-17816.66252,17788561.52,1450000,0.0001903,0.000491801
2467,-31081.01002,37544237,1450000,0.0001903,0.000826643
2468,-12536.45117,41018825.37,1450000,0.0001903,0.000885534
2469,-17556.13492,30253626.98,1450000,0.0001903,0.000703073
2470,-7268.067045,18879512.19,1450000,0.0001903,0.000510292
2471,-4715.989645,9039568.154,1450000,0.0001903,0.000343513
2472,-11437.37465,43119313.88,1450000,0.0001903,0.000921136
2473,-30403.81122,10872464.21,1450000,0.0001903,0.000374579
2474,-16808.93602,40136470.89,1450000,0.0001903,0.000870579
2475,-14787.73907,12789947.56,1450000,0.0001903,0.000407079
2476,-938.3469587,2397645.4,1450000,0.0001903,0.000230938
2477,-15296.00704,43220718.97,1450000,0.0001903,0.000922855
2478,-13639.27369,18475142.89,1450000,0.0001903,0.000503438
2479,-25770.00589,43412181.38,1450000,0.0001903,0.0009261
2480,-28711.212,8154459.261,1450000,0.0001903,0.000328511
2481,-1653.970002,594090.6517,1450000,0.0001903,0.000200369
2482,-13248.59898,30320450.27,1450000,0.0001903,0.000704206
2483,-6620.281397,35658671.8,1450000,0.0001903,0.000794684
2484,-13199.93952,35252438.33,1450000,0.0001903,0.000787799
2485,-3064.698729,20897588.41,1450000,0.0001903,0.000544496
2486,-7901.754101,4996039.624,1450000,0.0001903,0.000274979
2487,-30146.90752,20669381.86,1450000,0.0001903,0.000540629
2488,-1649.412068,27874998.06,1450000,0.0001903,0.000662758
2489,-103.5845807,2255846.523,1450000,0.0001903,0.000228535
2490,-4576.802324,21219358.22,1450000,0.0001903,0.00054995
2491,-3225.070876,20581763.87,1450000,0.0001903,0.000539143
2492,-27419.13466,31901570.72,1450000,0.0001903,0.000731005
2493,-1722.363403,10242310.59,1450000,0.0001903,0.000363898
2494,-25400.89012,32516668.7,1450000,0.0001903,0.00074143
2495,-5456.577984,8271408.938,1450000,0.0001903,0.000330493
2496,-4966.107497,30820263.68,1450000,0.0001903,0.000712677
2497,-1980.222881,23005420.13,1450000,0.0001903,0.000580222
2498,-4361.830215,27004166.36,1450000,0.0001903,0.000647998
2499,-15864.41118,22887467.88,1450000,0.0001903,0.000578223
2500,-25085.06384,47042537.99,1450000,0.0001903,0.000987631
2501,-2837.631465,19784426.03,1450000,0.0001903,0.000525629
2502,-3748.827425,46184704.36,1450000,0.0001903,0.000973092
2503,-23883.7809,9118583.73,1450000,0.0001903,0.000344852
2504,-7528.630924,28266861.37,1450000,0.0001903,0.000669399
2505,-21903.11415,24620794.23,1450000,0.0001903,0.000607602
2506,-12339.34972,37151838.1,1450000,0.0001903,0.000819992
2507,-26142.92581,45500971.28,1450000,0.0001903,0.000961503
2508,-4250.607265,46487571.28,1450000,0.0001903,0.000978225
2509,-17127.1394,31184376.97,1450000,0.0001903,0.000718849
2510,-11317.9745,47325161.23,1450000,0.0001903,0.000992421
2511,-1137.782127,13440826.57,1450000,0.0001903,0.000418111
2512,-12816.05164,34789534.16,1450000,0.0001903,0.000779953
2513,-1449.913436,26155575.49,1450000,0.0001903,0.000633615
2514,-15906.41925,42646979.09,1450000,0.0001903,0.00091313
2515,-18536.17447,40419684.98,1450000,0.0001903,0.000875379
2516,-26871.69234,42665147.95,1450000,0.0001903,0.000913438
2517,-20126.144,42815367.83,1450000,0.0001903,0.000915984
2518,-955.2393186,11377277.97,1450000,0.0001904,0.000383235
2519,-30902.22815,15472275.66,1450000,0.0001903,0.000452542
2520,-18754.4491,19503058.57,1450000,0.0001904,0.00052096
2521,-21536.00453,9285507.059,1450000,0.0001904,0.000347781
2522,-31397.9708,39959130.7,1450000,0.0001904,0.000867673
2523,-30463.37054,4236448.981,1450000,0.0001904,0.000262204
2524,-17195.88242,46248435.74,1450000,0.0001904,0.000974272
2525,-762.6437486,18518471.25,1450000,0.0001904,0.000504272
2526,-16905.23413,46887780.06,1450000,0.0001904,0.000985108
2527,-21623.16025,39611596.83,1450000,0.0001904,0.000861783
2528,-17611.72575,22185656.84,1450000,0.0001904,0.000566428
2529,-3855.223046,17605671.34,1450000,0.0001904,0.000488801
2530,-14330.1268,2562066.577,1450000,0.0001904,0.000233825
2531,-10419.3285,43332871.78,1450000,0.0001904,0.000924855
2532,-11150.44132,1517411.557,1450000,0.0001904,0.000216119
2533,-19245.30648,8707505.824,1450000,0.0001904,0.000337985
2534,-19875.53118,32507561.15,1450000,0.0001904,0.000741376
2535,-27647.12794,13651704.56,1450000,0.0001904,0.000421785
2536,-7705.129825,32430643.51,1450000,0.0001904,0.000740072
2537,-21736.72689,37422404.37,1450000,0.0001904,0.000824678
2538,-31228.57598,28824685.08,1450000,0.0001904,0.000678954
2539,-27304.55491,35129283.19,1450000,0.0001904,0.000785812
2540,-3272.141059,34655375.14,1450000,0.0001904,0.000777779
2541,-5242.092212,12704393.38,1450000,0.0001904,0.000405729
2542,-26970.75101,1715215.919,1450000,0.0001904,0.000219471
2543,-10489.32208,38705930.99,1450000,0.0001904,0.000846433
2544,-19602.19667,3334655.478,1450000,0.0001904,0.00024692
2545,-28340.6936,259491.2501,1450000,0.0001904,0.000194798
2546,-17540.59015,21900755.22,1450000,0.0001904,0.000561599
2547,-20479.08583,22272903.07,1450000,0.0001904,0.000567907
2548,-572.4353407,29400761.69,1450000,0.0001904,0.000688718
2549,-21892.59477,3578756.11,1450000,0.0001904,0.000251057
2550,-30643.47392,22068405.15,1450000,0.0001904,0.000564441
2551,-6345.663398,18053379.12,1450000,0.0001904,0.000496389
2552,-7616.228618,18254191.8,1450000,0.0001904,0.000499793
2553,-31196.69152,9268666.709,1450000,0.0001904,0.000347496
2554,-5361.302534,25225310.91,1450000,0.0001904,0.000617948
2555,-2226.692051,37081027.13,1450000,0.0001904,0.000818892
2556,-23317.11397,29942170.6,1450000,0.0001904,0.000697894
2557,-17074.03819,32323698.63,1450000,0.0001904,0.000738259
2558,-19461.63092,45023898.08,1450000,0.0001904,0.000953517
2559,-11076.92339,40611889.05,1450000,0.0001904,0.000878737
2560,-23740.4719,21827335.54,1450000,0.0001904,0.000560355
2561,-28312.29081,42916245.56,1450000,0.0001904,0.000917794
2562,-3069.733234,29956549.4,1450000,0.0001904,0.000698138
2563,-25536.48977,13058421.39,1450000,0.0001904,0.000411729
2564,-26056.42764,12527525.8,1450000,0.0001904,0.000402731
2565,-19593.75482,5740784.963,1450000,0.0001904,0.000287701
2566,-23930.52687,17137099.78,1450000,0.0001904,0.000480859
2567,-18128.7224,22403828.59,1450000,0.0001904,0.000570126
2568,-1017.468764,35749270.07,1450000,0.0001904,0.00079632
2569,-12524.63443,19429466.58,1450000,0.0001904,0.000519713
2570,-17472.89318,18319703.75,1450000,0.0001904,0.000500903
2571,-5233.496409,15806100.08,1450000,0.0001904,0.0004583
2572,-6544.702777,26077526.57,1450000,0.0001904,0.000632392
2573,-19113.41087,12192818.41,1450000,0.0001904,0.000397058
2574,-14377.40942,32251663.78,1450000,0.0001904,0.000737038
2575,-24564.57507,25398530.9,1450000,0.0001904,0.000620884
2576,-15353.06561,4480910.619,1450000,0.0001904,0.000266348
2577,-11155.58658,38211079.67,1450000,0.0001904,0.000838045
2578,-30209.65751,5501654.033,1450000,0.0001904,0.000283648
2579,-216.0091591,14328506.8,1450000,0.0001904,0.000433256
2580,-31421.30988,30185057.83,1450000,0.0001904,0.000702011
2581,-220.9748424,41905363.11,1450000,0.0001905,0.00090076
2582,-25429.15605,8974611.517,1450000,0.0001904,0.000342512
2583,-23321.86218,29411027.93,1450000,0.0001905,0.000688992
2584,-19667.32771,2017431.991,1450000,0.0001905,0.000224694
2585,-17516.54977,30762454.26,1450000,0.0001905,0.000711898
2586,-22241.08275,33562817.57,1450000,0.0001905,0.000759361
2587,-22114.79965,26764048.64,1450000,0.0001905,0.000644128
2588,-5050.663105,2707342.617,1450000,0.0001905,0.000236387
2589,-7538.158669,19051644.93,1450000,0.0001905,0.000513409
2590,-31635.39391,10774780.19,1450000,0.0001905,0.000373123
2591,-11903.94364,12174548.81,1450000,0.0001905,0.000396848
2592,-4073.156057,42789229.23,1450000,0.0001905,0.000915741
2593,-20853.04387,12364065.1,1450000,0.0001905,0.00040006
2594,-5330.852801,5674777.517,1450000,0.0001905,0.000286683
2595,-29045.74175,4103648.962,1450000,0.0001905,0.000260053
2596,-6095.254053,32615600.13,1450000,0.0001905,0.000743307
2597,-3742.369024,45294336.39,1450000,0.0001905,0.000958201
2598,-17482.36863,15445210.56,1450000,0.0001905,0.000452283
2599,-21252.18795,31654460.88,1450000,0.0001905,0.000727016
2600,-13558.53032,34282247.07,1450000,0.0001905,0.000771555
2601,-29438.07191,3972267.451,1450000,0.0001905,0.000257827
2602,-19550.08164,8311329.313,1450000,0.0001905,0.00033137
2603,-927.084441,40476244,1450000,0.0001905,0.000876538
2604,-9932.081369,16184266.36,1450000,0.0001905,0.00046481
2605,-25163.31162,4260408.987,1450000,0.0001905,0.00026271
2606,-3492.366611,38341836.7,1450000,0.0001905,0.000840362
2607,-26729.944,38308038.32,1450000,0.0001905,0.000839789
2608,-9311.366151,40782030.06,1450000,0.0001905,0.000881721
2609,-19850.37013,21859036.62,1450000,0.0001905,0.000560992
2610,-14295.79445,47733039.37,1450000,0.0001905,0.000999535
2611,-17353.04641,12394492.13,1450000,0.0001905,0.000400576
2612,-23051.93276,27808529.4,1450000,0.0001905,0.000661831
2613,-22749.32636,35776657.62,1450000,0.0001905,0.000796884
2614,-17791.44083,16165807.37,1450000,0.0001905,0.000464497
2615,-30196.98162,39264825.74,1450000,0.0001905,0.000856006
2616,-20020.96734,3659436.743,1450000,0.0001905,0.000252524
2617,-24668.13111,27224850.42,1450000,0.0001905,0.000651938
2618,-8263.732208,25075434.5,1450000,0.0001905,0.000615507
2619,-28381.12978,35940131.49,1450000,0.0001905,0.000799655
2620,-7192.791556,16476991.81,1450000,0.0001905,0.000469771
2621,-6734.281752,5766218.172,1450000,0.0001905,0.000288233
2622,-2157.384343,16155312.66,1450000,0.0001905,0.000464319
2623,-12149.60396,8220159.841,1450000,0.0001905,0.000329825
2624,-20040.03688,23206805.26,1450000,0.0001905,0.000583836
2625,-18480.37371,35971124.42,1450000,0.0001905,0.00080018
2626,-25072.02224,13168469.48,1450000,0.0001905,0.000413694
2627,-23208.10165,16140033.49,1450000,0.0001905,0.00046406
2628,-26464.01825,2989271.038,1450000,0.0001905,0.000241166
2629,-27167.43373,47591569.96,1450000,0.0001905,0.000997137
2630,-20625.02059,14272516.84,1450000,0.0001905,0.000432407
2631,-16076.11869,15726298.15,1450000,0.0001905,0.000457047
2632,-20782.27916,40486221.14,1450000,0.0001905,0.000876707
2633,-28846.49131,18181996.99,1450000,0.0001905,0.000498669
2634,-4370.5309,36513284.39,1450000,0.0001905,0.000809369
2635,-1046.627654,45800964.6,1450000,0.0001905,0.000966788
2636,-4474.852377,24657412.04,1450000,0.0001905,0.000608422
2637,-16925.15903,25140812.46,1450000,0.0001905,0.000616615
2638,-19967.79066,43666245.59,1450000,0.0001905,0.000930606
2639,-20839.3102,11536920.34,1450000,0.0001905,0.000386041
2640,-10426.79729,24111498.34,1450000,0.0001905,0.000599169
2641,-28757.66698,18219961.15,1450000,0.0001905,0.000499313
2642,-15088.20114,45342234.76,1450000,0.0001905,0.000959012
2643,-9123.56712,14129334.34,1450000,0.0001905,0.00042998
2644,-30764.68215,46756610.45,1450000,0.0001905,0.000982985
2645,-14827.92947,1152090.707,1450000,0.0001905,0.000210027
2646,-13967.80964,31935852.42,1450000,0.0001905,0.000731786
2647,-12268.24469,8432304.875,1450000,0.0001905,0.00033342
2648,-31860.52113,12862405.04,1450000,0.0001905,0.000408507
2649,-3620.338608,12460114.25,1450000,0.0001905,0.000401688
2650,-26373.50072,19527222.95,1450000,0.0001905,0.00052147
2651,-26756.40136,29994576.12,1450000,0.0001905,0.000698883
2652,-19941.77581,47429012.52,1450000,0.0001905,0.000994382
2653,-20680.62698,41576580.63,1450000,0.0001905,0.000895188
2654,-14114.86735,1300406.058,1450000,0.0001905,0.000212541
2655,-30995.17434,24044549.86,1450000,0.0001905,0.000598035
2656,-4735.956002,47551283.93,1450000,0.0001906,0.000996554
2657,-23181.83067,11938800.36,1450000,0.0001906,0.000392953
2658,-9953.662297,25742815.42,1450000,0.0001906,0.000626919
2659,-27558.0877,4311562.583,1450000,0.0001906,0.000263677
2660,-29553.77273,29771166.35,1450000,0.0001906,0.000695196
2661,-27292.9382,12029140.63,1450000,0.0001906,0.000394484
2662,-20803.46949,43697596.62,1450000,0.0001906,0.000931237
2663,-25900.59572,22727637.94,1450000,0.0001906,0.000575814
2664,-10711.25789,7516764.904,1450000,0.0001906,0.000318003
2665,-1696.437807,13746479.94,1450000,0.0001906,0.000423591
2666,-17460.44305,9864515.978,1450000,0.0001906,0.000357795
2667,-15710.66186,21031646.23,1450000,0.0001906,0.000547069
2668,-23497.55683,12749316.76,1450000,0.0001906,0.00040669
2669,-22828.01128,12986853.71,1450000,0.0001906,0.000410716
2670,-29151.84312,20227094.21,1450000,0.0001906,0.000533432
2671,-3616.770606,8891326.048,1450000,0.0001906,0.0003413
2672,-10136.35502,2885056.402,1450000,0.0001906,0.000239499
2673,-19728.55767,47449824.94,1450000,0.0001906,0.000994834
2674,-2562.358586,17466572.24,1450000,0.0001906,0.000486644
2675,-3646.809773,27228567.76,1450000,0.0001906,0.000652101
2676,-30910.83897,46544681.89,1450000,0.0001906,0.000979493
2677,-1270.832245,27275712.59,1450000,0.0001906,0.0006529
2678,-15608.48775,36982113.27,1450000,0.0001906,0.000817415
2679,-7742.25123,31197263.99,1450000,0.0001906,0.000719367
2680,-18945.41816,15894481.87,1450000,0.0001906,0.000459998
2681,-21691.04173,47610508.97,1450000,0.0001906,0.000997558
2682,-10222.45704,31147319.73,1450000,0.0001906,0.000718521
2683,-27775.77344,41675372.12,1450000,0.0001906,0.000896962
2684,-7778.321686,1920282.496,1450000,0.0001906,0.000223147
2685,-31889.44199,29801358.36,1450000,0.0001906,0.000695708
2686,-19413.67763,28542344.74,1450000,0.0001906,0.000674369
2687,-31643.5885,34921794.61,1450000,0.0001906,0.000782495
2688,-19994.56769,5775186.022,1450000,0.0001906,0.000288485
2689,-1314.337875,4332110.597,1450000,0.0001906,0.000264026
2690,-16904.80716,3861355.848,1450000,0.0001906,0.000256047
2691,-4375.196282,23707908.74,1450000,0.0001906,0.000592429
2692,-17946.54522,27449195.05,1450000,0.0001906,0.000655841
2693,-10944.3469,5405068.598,1450000,0.0001906,0.000282211
2694,-25461.38551,19159919.27,1450000,0.0001906,0.000515344
2695,-17215.80477,30222767.67,1450000,0.0001906,0.00070285
2696,-3330.028963,42047599.85,1450000,0.0001906,0.000903271
2697,-8431.671598,25872421.1,1450000,0.0001906,0.000629116
2698,-21693.51224,12679850.54,1450000,0.0001906,0.000405513
2699,-6360.76025,8901316.699,1450000,0.0001906,0.00034147
2700,-30834.64076,38235921.76,1450000,0.0001906,0.000838666
2701,-7490.468594,2038943.328,1450000,0.0001906,0.000225158
2702,-18150.16827,42824143.47,1450000,0.0001906,0.000916433
2703,-27066.38608,40297105.2,1450000,0.0001906,0.000873602
2704,-29344.93726,26658812.93,1450000,0.0001906,0.000642444
2705,-16458.82852,37891104.97,1450000,0.0001906,0.000832822
2706,-21609.32756,7009193.228,1450000,0.0001906,0.0003094
2707,-28988.81929,32965902.28,1450000,0.0001906,0.000749344
2708,-3020.674348,2296429.31,1450000,0.0001906,0.000229523
2709,-22487.37796,2344555.975,1450000,0.0001906,0.000230338
2710,-6780.332644,10264666.56,1450000,0.0001906,0.000364577
2711,-7758.023784,15025670.94,1450000,0.0001906,0.000445272
2712,-15068.10108,33667827.93,1450000,0.0001906,0.000761241
2713,-14817.632,5452222.529,1450000,0.0001906,0.000283011
2714,-644.9150704,45627531.9,1450000,0.0001906,0.000963948
2715,-7350.220738,28358990.63,1450000,0.0001906,0.000671261
2716,-28331.76551,18708240.08,1450000,0.0001906,0.000507689
2717,-16377.12155,22849745.47,1450000,0.0001906,0.000577884
2718,-8771.523143,9060615.801,1450000,0.0001906,0.00034417
2719,-4114.816292,36561240.12,1450000,0.0001906,0.000810282
2720,-21946.62523,12724472.71,1450000,0.0001906,0.000406269
2721,-19183.09576,13873861.2,1450000,0.0001906,0.00042575
2722,-30294.20348,19732839.22,1450000,0.0001906,0.000525055
2723,-20032.38535,19984049.97,1450000,0.0001906,0.000529313
2724,-26378.35753,13437472.01,1450000,0.0001906,0.000418354
2725,-22521.37286,12188623.44,1450000,0.0001906,0.000397187
2726,-29957.9779,24863160.75,1450000,0.0001906,0.00061201
2727,-27503.86403,37230513.62,1450000,0.0001906,0.000821626
2728,-15585.60662,35029661.06,1450000,0.0001906,0.000784323
2729,-11505.48736,1937979.034,1450000,0.0001906,0.000223447
2730,-10036.42738,5127768.819,1450000,0.0001906,0.000277511
2731,-4947.390858,43752595.05,1450000,0.0001906,0.000932169
2732,-3406.968368,11296256.86,1450000,0.0001906,0.000382062
2733,-6843.891465,31633502.6,1450000,0.0001906,0.000726761
2734,-18312.19774,26494654.3,1450000,0.0001906,0.000639662
2735,-27457.76141,13248075.01,1450000,0.0001906,0.000415144
2736,-11426.79068,36140132.07,1450000,0.0001906,0.000803145
2737,-14522.96965,5191198.855,1450000,0.0001906,0.000278586
2738,-850.1707153,27198952.49,1450000,0.0001906,0.000651599
2739,-4808.884712,9507932.056,1450000,0.0001906,0.000351751
2740,-4903.104433,18264872.95,1450000,0.0001906,0.000500174
2741,-1235.230853,38030782.08,1450000,0.0001906,0.00083519
2742,-31388.13229,2951171.176,1450000,0.0001906,0.00024062
2743,-22551.60383,42476808.89,1450000,0.0001906,0.000910546
2744,-19071.80775,15940391.52,1450000,0.0001906,0.000460776
2745,-374.1344616,43814096.13,1450000,0.0001906,0.000933212
2746,-18812.81261,28124673.9,1450000,0.0001906,0.000667289
2747,-25032.96323,24573667.4,1450000,0.0001906,0.000607103
2748,-6636.57557,21997768.27,1450000,0.0001906,0.000563444
2749,-500.5474741,31754851.71,1450000,0.0001907,0.000728918
2750,-30561.83236,43857247.84,1450000,0.0001906,0.000933943
2751,-11563.65879,17664776.22,1450000,0.0001907,0.000490103
2752,-22659.45498,6405395.577,1450000,0.0001907,0.000299266
2753,-16205.62347,32724115.21,1450000,0.0001907,0.000745346
2754,-28666.30014,29277249.8,1450000,0.0001907,0.000686925
2755,-26447.72906,16837641.23,1450000,0.0001907,0.000476084
2756,-2250.164583,36204837.08,1450000,0.0001907,0.000804341
2757,-19292.08875,38240948.66,1450000,0.0001907,0.000838852
2758,-19633.87598,17888952.23,1450000,0.0001907,0.000493903
2759,-7990.319395,22719540.11,1450000,0.0001907,0.000575777
2760,-2743.015517,12503703.37,1450000,0.0001907,0.000402627
2761,-13337.08096,12834335.07,1450000,0.0001907,0.000408231
2762,-6714.561803,27660649.37,1450000,0.0001907,0.000659525
2763,-8830.612397,32443890.25,1450000,0.0001907,0.000740596
2764,-1909.722658,32594314.57,1450000,0.0001907,0.000743146
2765,-22821.55794,39221248.71,1450000,0.0001907,0.000855467
2766,-28696.91137,37761377.7,1450000,0.0001907,0.000830723
2767,-15845.37042,23534764.43,1450000,0.0001907,0.000589594
2768,-13389.72617,41685545.89,1450000,0.0001907,0.000897235
2769,-3913.988188,37136774.72,1450000,0.0001907,0.000820137
2770,-26313.82922,30516192.25,1450000,0.0001907,0.000707924
2771,-9829.180715,26515545.36,1450000,0.0001907,0.000640116
2772,-10229.09947,31819673.9,1450000,0.0001907,0.000730017
2773,-3414.682086,23136929.15,1450000,0.0001907,0.000582851
2774,-21072.50207,32163031.31,1450000,0.0001907,0.000735836
2775,-14452.55957,30214236.8,1450000,0.0001907,0.000702806
2776,-16102.39205,39792804.89,1450000,0.0001907,0.000865154
2777,-26299.076,5389918.049,1450000,0.0001907,0.000282055
2778,-17057.83135,36341490.03,1450000,0.0001907,0.000806657
2779,-17996.89812,32944586.94,1450000,0.0001907,0.000749083
2780,-1704.688722,44669871.59,1450000,0.0001907,0.000947816
2781,-16013.27282,42320412.28,1450000,0.0001907,0.000907995
2782,-18444.22165,41433714.11,1450000,0.0001907,0.000892966
2783,-31261.19495,28851301.92,1450000,0.0001907,0.000679705
2784,-6386.515826,10199500.57,1450000,0.0001907,0.000363573
2785,-8629.168168,18544051.56,1450000,0.0001907,0.000505006
2786,-14261.49281,28167350.71,1450000,0.0001907,0.000668113
2787,-5600.798668,40234830.83,1450000,0.0001907,0.000872646
2788,-28490.13605,37381897.74,1450000,0.0001907,0.000824291
2789,-5414.580732,46287527.47,1450000,0.0001907,0.000975234
2790,-19143.04505,36044130.35,1450000,0.0001907,0.000801617
2791,-24973.31575,47867045.96,1450000,0.0001907,0.001002006
2792,-1905.383758,12543366.18,1450000,0.0001907,0.000403299
2793,-5785.558482,14689842.79,1450000,0.0001907,0.00043968
2794,-1636.040059,3403554.565,1450000,0.0001907,0.000248387
2795,-18272.42872,44175706.62,1450000,0.0001907,0.000939441
2796,-7058.105258,27258242.09,1450000,0.0001907,0.000652704
2797,-5086.95046,6760848.52,1450000,0.0001907,0.000305291
2798,-19649.519,23643938.26,1450000,0.0001907,0.000591445
2799,-9422.297644,47711215.86,1450000,0.0001907,0.000999365
2800,-27609.30926,11035235.28,1450000,0.0001907,0.000377738
2801,-636.2937412,36906135.21,1450000,0.0001907,0.000816228
2802,-17795.51789,24224468.65,1450000,0.0001907,0.000601284
2803,-19066.77216,32888859.63,1450000,0.0001907,0.000748138
2804,-1.991639855,16895807.35,1450000,0.0001907,0.00047707
2805,-10140.96147,6465465.398,1450000,0.0001907,0.000300284
2806,-2551.69015,28135363.12,1450000,0.0001907,0.000667571
2807,-28954.75069,41191117.15,1450000,0.0001907,0.000888855
2808,-26405.11998,11240742.31,1450000,0.0001907,0.000381221
2809,-25630.4917,16914500.55,1450000,0.0001907,0.000477386
2810,-27361.47726,47156279.82,1450000,0.0001907,0.000989959
2811,-20546.0768,1424402.241,1450000,0.0001907,0.000214842
2812,-15917.54974,19358472.7,1450000,0.0001907,0.00051881
2813,-23392.2323,37843260.33,1450000,0.0001907,0.000832111
2814,-1081.377265,30627985.02,1450000,0.0001907,0.000709818
2815,-13794.77237,9890108.455,1450000,0.0001907,0.000358329
2816,-6317.894823,37727764.78,1450000,0.0001907,0.000830154
2817,-28293.44244,44618927.56,1450000,0.0001907,0.000946953
2818,-21341.60874,5310921.998,1450000,0.0001907,0.000280716
2819,-11282.39061,9385758.085,1450000,0.0001907,0.000349781
2820,-23704.9869,32140832.27,1450000,0.0001907,0.00073546
2821,-21551.91967,30905544.91,1450000,0.0001907,0.000714523
2822,-20320.46267,30887477.44,1450000,0.0001907,0.000714217
2823,-15116.25411,24431561.99,1450000,0.0001907,0.000604794
2824,-12066.7146,1681127.901,1450000,0.0001907,0.000219194
2825,-19097.41709,21257125.79,1450000,0.0001907,0.00055099
2826,-14722.01265,44355348.05,1450000,0.0001907,0.000942486
2827,-22407.98335,4200722.401,1450000,0.0001907,0.000261899
2828,-8693.998614,25693253.51,1450000,0.0001907,0.000626179
2829,-24549.7014,32267001.62,1450000,0.0001907,0.000737598
2830,-522.1944745,43796767.84,1450000,0.0001907,0.000933018
2831,-10795.92491,40151195.83,1450000,0.0001907,0.000871229
2832,-18233.6862,43307060.87,1450000,0.0001907,0.000924718
2833,-2028.924911,40673133.37,1450000,0.0001907,0.000880075
2834,-20737.39932,2051372.343,1450000,0.0001907,0.000225469
2835,-4870.373248,35084851.05,1450000,0.0001907,0.000785358
2836,-27425.13648,14499619.3,1450000,0.0001907,0.000436456
2837,-11300.30035,22301291.64,1450000,0.0001907,0.000568688
2838,-9249.015677,19830231.3,1450000,0.0001907,0.000526806
2839,-7718.691961,15531491.19,1450000,0.0001907,0.000453946
2840,-5219.070438,35221623.06,1450000,0.0001907,0.000787677
2841,-11174.89282,17557566.1,1450000,0.0001907,0.000488286
2842,-12800.49581,11626508.66,1450000,0.0001907,0.000387759
2843,-13835.26546,10592476.58,1450000,0.0001907,0.000370234
2844,-17334.60002,27383078.61,1450000,0.0001907,0.00065482
2845,-10358.55445,38165174.63,1450000,0.0001907,0.000837567
2846,-12354.88634,14913314.36,1450000,0.0001907,0.000443468
2847,-10178.59617,16273975.02,1450000,0.0001907,0.00046653
2848,-4962.617648,5893979.381,1450000,0.0001907,0.000290598
2849,-17087.63846,26365465.11,1450000,0.0001907,0.000637572
2850,-24292.49801,18719539.37,1450000,0.0001907,0.00050798
2851,-3252.611231,7428839.299,1450000,0.0001907,0.000316613
2852,-22266.00987,38463126.34,1450000,0.0001907,0.000842617
2853,-15137.92054,10143771.69,1450000,0.0001907,0.000362628
2854,-5453.034853,23647409.92,1450000,0.0001907,0.000591504
2855,-30923.23028,41877556.04,1450000,0.0001907,0.000900489
2856,-451.6096088,23587247.63,1450000,0.0001907,0.000590484
2857,-15866.99199,32356727.96,1450000,0.0001907,0.000739119
2858,-11552.43692,10159075.24,1450000,0.0001907,0.000362888
2859,-13406.73197,27889697.01,1450000,0.0001907,0.000663407
2860,-22284.24939,19064678.24,1450000,0.0001907,0.00051383
2861,-9375.409591,22006573.97,1450000,0.0001907,0.000563693
2862,-3600.753705,17316035.87,1450000,0.0001907,0.000484192
2863,-19779.87379,26933285.58,1450000,0.0001907,0.000647196
2864,-20563.39638,44929632.59,1450000,0.0001907,0.000952219
2865,-30721.07852,18085245.19,1450000,0.0001907,0.00049723
2866,-28703.86126,44266373.07,1450000,0.0001907,0.000940978
2867,-20601.64865,21458212.57,1450000,0.0001907,0.000554399
2868,-6833.925374,13935607.88,1450000,0.0001907,0.000426897
2869,-13531.49265,31982618.47,1450000,0.0001907,0.000732778
2870,-10352.58131,17300708.4,1450000,0.0001908,0.000484032
2871,-28503.45734,34067577.58,1450000,0.0001907,0.000768117
2872,-1970.781765,20696262.83,1450000,0.0001908,0.000541584
2873,-26147.58263,4969689.353,1450000,0.0001908,0.000275032
2874,-12295.32005,778896.5544,1450000,0.0001908,0.000204002
2875,-19334.46412,32280024.23,1450000,0.0001908,0.000737919
2876,-16855.69263,30271214.46,1450000,0.0001908,0.000703871
2877,-21460.0721,2537217.469,1450000,0.0001908,0.000233804
2878,-24326.08107,42306496.35,1450000,0.0001908,0.000907859
2879,-13190.95289,10413320.07,1450000,0.0001908,0.000367297
